Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,147,13,43,588.888
2017,147,13,44,638.001
2017,147,13,45,567.63
2017,147,13,46,625.112
2017,147,13,47,912.118
2017,147,13,48,1012.09
2017,147,13,49,994.407
2017,147,13,50,1004.56
2017,147,13,51,913.901
2017,147,13,52,822.596
2017,147,13,53,661.741
2017,147,13,54,701.834
2017,147,13,55,837.303
2017,147,13,56,878.425
2017,147,13,57,636.343
2017,147,13,58,517.069
2017,147,13,59,548.425
2017,147,14,0,560.645
2017,147,14,1,606.998
2017,147,14,2,647.628
2017,147,14,3,644.931
2017,147,14,4,626.761
2017,147,14,5,676.157
2017,147,14,6,719.727
2017,147,14,7,783.096
2017,147,14,8,838.542
2017,147,14,9,808.673
2017,147,14,10,787.823
2017,147,14,11,741.204
2017,147,14,12,694.675
2017,147,14,13,640.01
2017,147,14,14,610.366
2017,147,14,15,589.471
2017,147,14,16,597.756
2017,147,14,17,554.004
2017,147,14,18,607.567
2017,147,14,19,696.756
2017,147,14,20,713.805
2017,147,14,21,672.575
2017,147,14,22,697.344
2017,147,14,23,738.749
2017,147,14,24,756.528
2017,147,14,25,732.245
2017,147,14,26,592.135
2017,147,14,27,553.144
2017,147,14,28,552.183
2017,147,14,29,666.208
2017,147,14,30,719.318
2017,147,14,31,692.882
2017,147,14,32,665.269
2017,147,14,33,602.268
2017,147,14,34,622.857
2017,147,14,35,601.759
2017,147,14,36,566.348
2017,147,14,37,529.077
2017,147,14,38,537.593
2017,147,14,39,556.35
2017,147,14,40,575.418
2017,147,14,41,556.288
2017,147,14,42,550.808
2017,147,14,43,566.263
2017,147,14,44,551.136
2017,147,14,45,537.067
2017,147,14,46,556.022
2017,147,14,47,559.065
2017,147,14,48,572.512
2017,147,14,49,553.97
2017,147,14,50,571.946
2017,147,14,51,563.046
2017,147,14,52,567.83
2017,147,14,53,595.974
2017,147,14,54,644.934
2017,147,14,55,762.329
2017,147,14,56,878.65
2017,147,14,57,841.718
2017,147,14,58,792.442
2017,147,14,59,796.061
2017,147,15,0,749.521
2017,147,15,1,787.952
2017,147,15,2,713.232
2017,147,15,3,659.036
2017,147,15,4,557.877
2017,147,15,5,529.077
2017,147,15,6,443.275
2017,147,15,7,463.141
2017,147,15,8,378.08
2017,147,15,9,384.837
2017,147,15,10,421.951
2017,147,15,11,493.045
2017,147,15,12,511.649
2017,147,15,13,482.317
2017,147,15,14,494.786
2017,147,15,15,472.471
2017,147,15,16,579.632
2017,147,15,17,640.36
2017,147,15,18,639.065
2017,147,15,19,634.495
2017,147,15,20,634.184
2017,147,15,21,579.438
2017,147,15,22,477.779
2017,147,15,23,756.482
2017,147,15,24,901.7
2017,147,15,25,918.828
2017,147,15,26,928.272
2017,147,15,27,923.877
2017,147,15,28,915.496
2017,147,15,29,897.355
2017,147,15,30,884.965
2017,147,15,31,857.176
